FET,DAP,TF,Dropout
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00,20,0
0.00,0.00,4,0
0.00,0.00,4,0
0.00,0.00,20,0
0.00,0.00
